Longitude,Latitude,Signal_Strength
23.7393327,90.3872356,28
23.7393327,90.3877318,0
23.7393327,90.388228,14
23.7393327,90.3887242,4
23.7393327,90.3892205,4
23.7393327,90.3897167,7
23.7393327,90.3902129,17
23.7393327,90.3907091,6
23.7393327,90.3912053,13
23.7393327,90.3917015,13
23.7393327,90.3921977,12
23.7393327,90.3926939,25
23.7393327,90.3931901,17
23.7393327,90.3936864,3
23.7393327,90.3941826,28
23.7393327,90.3946788,4
23.7393327,90.395175,13
23.7393327,90.3956712,10
23.7393327,90.3961674,22
23.7393327,90.3966636,18
23.7393327,90.3971598,24
23.7393327,90.397656,24
23.7393327,90.3981523,12
23.7393327,90.3986485,29
23.7393327,90.3991447,6
23.7393327,90.3996409,21
23.7393327,90.4001371,29
23.7393327,90.4006333,26
23.7393327,90.4011295,16
23.7393327,90.4016257,13
23.7393327,90.4021219,11
23.7393327,90.4026182,24
23.7393327,90.4031144,16
23.7393327,90.4036106,12
23.7393327,90.4041068,24
23.7389785,90.369372,24
23.7389785,90.3698682,7
23.7389785,90.3703644,15
23.7389785,90.3708606,30
23.7389785,90.3713568,11
23.7389785,90.3718531,17
23.7389785,90.3723493,11
23.7389785,90.3728455,5
23.7389785,90.3733417,28
23.7389785,90.3738379,2
23.7389785,90.3743341,18
23.7389785,90.3748303,18
23.7389785,90.3753265,13
23.7389785,90.3758227,25
23.7389785,90.376319,1
23.7389785,90.3768152,14
23.7389785,90.3773114,17
23.7389785,90.3778076,25
23.7389785,90.3783038,13
23.7389785,90.3788,19
23.7389785,90.3792962,27
23.7389785,90.3797924,13
23.7389785,90.3802886,12
23.7389785,90.3807849,30
23.7389785,90.3812811,7
23.7389785,90.3817773,28
23.7389785,90.3822735,17
23.7389785,90.3827697,26
23.7389785,90.3832659,5
23.7389785,90.3837621,1
23.7389785,90.3842583,3
23.7389785,90.3847545,11
23.7389785,90.3852508,30
23.7389785,90.385747,27
23.7389785,90.3862432,15
23.7389785,90.3867394,22
23.7389785,90.3872356,9
23.7389785,90.3877318,24
23.7389785,90.388228,14
23.7389785,90.3887242,30
23.7389785,90.3892205,25
23.7389785,90.3897167,13
23.7389785,90.3902129,12
23.7389785,90.3907091,5
23.7389785,90.3912053,23
23.7389785,90.3917015,29
23.7389785,90.3921977,3
23.7389785,90.3926939,10
23.7389785,90.3931901,9
23.7389785,90.3936864,28
23.7389785,90.3941826,12
23.7389785,90.3946788,27
23.7389785,90.395175,14
23.7389785,90.3956712,18
23.7389785,90.3961674,25
23.7389785,90.3966636,4
23.7389785,90.3971598,7
23.7389785,90.397656,7
23.7389785,90.3981523,22
23.7389785,90.3986485,3
23.7389785,90.3991447,19
23.7389785,90.3996409,11
23.7389785,90.4001371,18
23.7389785,90.4006333,7
23.7389785,90.4011295,4
23.7389785,90.4016257,14
23.7389785,90.4021219,22
23.7389785,90.4026182,25
23.7389785,90.4031144,12
23.7389785,90.4036106,18
23.7389785,90.4041068,27
23.7386244,90.369372,12
23.7386244,90.3698682,27
23.7386244,90.3703644,0
23.7386244,90.3708606,6
23.7386244,90.3713568,27
23.7386244,90.3718531,14
23.7386244,90.3723493,23
23.7386244,90.3728455,24
23.7386244,90.3733417,19
23.7386244,90.3738379,0
23.7386244,90.3743341,11
23.7386244,90.3748303,20
23.7386244,90.3753265,1
23.7386244,90.3758227,3
23.7386244,90.376319,24
23.7386244,90.3768152,10
23.7386244,90.3773114,19
23.7386244,90.3778076,5
23.7386244,90.3783038,1
23.7386244,90.3788,25
23.7386244,90.3792962,20
23.7386244,90.3797924,26
23.7386244,90.3802886,1
23.7386244,90.3807849,14
23.7386244,90.3812811,4
23.7386244,90.3817773,8
23.7386244,90.3822735,17
23.7386244,90.3827697,21
23.7386244,90.3832659,24
23.7386244,90.3837621,24
23.7386244,90.3842583,27
23.7386244,90.3847545,20
23.7386244,90.3852508,27
23.7386244,90.385747,4
23.7386244,90.3862432,11
23.7386244,90.3867394,9
23.7386244,90.3872356,17
23.7386244,90.3877318,9
23.7386244,90.388228,2
23.7386244,90.3887242,16
23.7386244,90.3892205,2
23.7386244,90.3897167,7
23.7386244,90.3902129,27
23.7386244,90.3907091,6
23.7386244,90.3912053,16
23.7386244,90.3917015,18
23.7386244,90.3921977,29
23.7386244,90.3926939,10
23.7386244,90.3931901,17
23.7386244,90.3936864,1
23.7386244,90.3941826,3
23.7386244,90.3946788,12
23.7386244,90.395175,14
23.7386244,90.3956712,14
23.7386244,90.3961674,21
23.7386244,90.3966636,8
23.7386244,90.3971598,25
23.7386244,90.397656,7
23.7386244,90.3981523,16
23.7386244,90.3986485,17
23.7386244,90.3991447,15
23.7386244,90.3996409,12
23.7386244,90.4001371,17
23.7386244,90.4006333,24
23.7386244,90.4011295,5
23.7386244,90.4016257,13
23.7386244,90.4021219,4
23.7386244,90.4026182,29
23.7386244,90.4031144,15
23.7386244,90.4036106,18
23.7386244,90.4041068,3
23.7382702,90.369372,0
23.7382702,90.3698682,6
23.7382702,90.3703644,28
23.7382702,90.3708606,13
23.7382702,90.3713568,14
23.7382702,90.3718531,16
23.7382702,90.3723493,4
23.7382702,90.3728455,14
23.7382702,90.3733417,26
23.7382702,90.3738379,20
23.7382702,90.3743341,15
23.7382702,90.3748303,22
23.7382702,90.3753265,18
23.7382702,90.3758227,23
23.7382702,90.376319,0
23.7382702,90.3768152,5
23.7382702,90.3773114,14
23.7382702,90.3778076,12
23.7382702,90.3783038,24
23.7382702,90.3788,0
23.7382702,90.3792962,18
23.7382702,90.3797924,3
23.7382702,90.3802886,0
23.7382702,90.3807849,30
23.7382702,90.3812811,6
23.7382702,90.3817773,28
23.7382702,90.3822735,12
23.7382702,90.3827697,16
23.7382702,90.3832659,24
23.7382702,90.3837621,17
23.7382702,90.3842583,10
23.7382702,90.3847545,0
23.7382702,90.3852508,24
23.7382702,90.385747,6
23.7382702,90.3862432,16
23.7382702,90.3867394,30
23.7382702,90.3872356,27
23.7382702,90.3877318,20
23.7382702,90.388228,7
23.7382702,90.3887242,8
23.7382702,90.3892205,20
23.7382702,90.3897167,13
23.7382702,90.3902129,2
23.7382702,90.3907091,3
23.7382702,90.3912053,1
23.7382702,90.3917015,9
23.7382702,90.3921977,6
23.7382702,90.3926939,2
23.7382702,90.3931901,10
23.7382702,90.3936864,11
23.7382702,90.3941826,27
23.7382702,90.3946788,25
23.7382702,90.395175,10
23.7382702,90.3956712,2
23.7382702,90.3961674,5
23.7382702,90.3966636,23
23.7382702,90.3971598,20
23.7382702,90.397656,4
23.7382702,90.3981523,30
23.7382702,90.3986485,13
23.7382702,90.3991447,3
23.7382702,90.3996409,14
23.7382702,90.4001371,23
23.7382702,90.4006333,16
23.7382702,90.4011295,19
23.7382702,90.4016257,20
23.7382702,90.4021219,18
23.7382702,90.4026182,4
23.7382702,90.4031144,2
23.7382702,90.4036106,20
23.7382702,90.4041068,0
23.737916,90.369372,11
23.737916,90.3698682,22
23.737916,90.3703644,8
23.737916,90.3708606,14
23.737916,90.3713568,21
23.737916,90.3718531,29
23.737916,90.3723493,23
23.737916,90.3728455,19
23.737916,90.3733417,2
23.737916,90.3738379,22
23.737916,90.3743341,0
23.737916,90.3748303,28
23.737916,90.3753265,12
23.737916,90.3758227,13
23.737916,90.376319,15
23.737916,90.3768152,6
23.737916,90.3773114,19
23.737916,90.3778076,20
23.737916,90.3783038,30
23.737916,90.3788,28
23.737916,90.3792962,0
23.737916,90.3797924,30
23.737916,90.3802886,13
23.737916,90.3807849,26
23.737916,90.3812811,4
23.737916,90.3817773,11
23.737916,90.3822735,28
23.737916,90.3827697,22
23.737916,90.3832659,15
23.737916,90.3837621,26
23.737916,90.3842583,20
23.737916,90.3847545,25
23.737916,90.3852508,24
23.737916,90.385747,24
23.737916,90.3862432,13
23.737916,90.3867394,16
23.737916,90.3872356,21
23.737916,90.3877318,18
23.737916,90.388228,1
23.737916,90.3887242,0
23.737916,90.3892205,7
23.737916,90.3897167,21
23.737916,90.3902129,24
23.737916,90.3907091,11
23.737916,90.3912053,10
23.737916,90.3917015,10
23.737916,90.3921977,30
23.737916,90.3926939,25
23.737916,90.3931901,7
23.737916,90.3936864,2
23.737916,90.3941826,0
23.737916,90.3946788,30
23.737916,90.395175,12
23.737916,90.3956712,3
23.737916,90.3961674,2
23.737916,90.3966636,11
23.737916,90.3971598,20
23.737916,90.397656,6
23.737916,90.3981523,8
23.737916,90.3986485,8
23.737916,90.3991447,21
23.737916,90.3996409,3
23.737916,90.4001371,1
23.737916,90.4006333,27
23.737916,90.4011295,3
23.737916,90.4016257,13
23.737916,90.4021219,13
23.737916,90.4026182,5
23.737916,90.4031144,2
23.737916,90.4036106,28
23.737916,90.4041068,13
23.7375619,90.369372,7
23.7375619,90.3698682,28
23.7375619,90.3703644,28
23.7375619,90.3708606,20
23.7375619,90.3713568,7
23.7375619,90.3718531,3
23.7375619,90.3723493,9
23.7375619,90.3728455,18
23.7375619,90.3733417,9
23.7375619,90.3738379,0
23.7375619,90.3743341,23
23.7375619,90.3748303,5
23.7375619,90.3753265,5
23.7375619,90.3758227,5
23.7375619,90.376319,16
23.7375619,90.3768152,30
23.7375619,90.3773114,13
23.7375619,90.3778076,1
23.7375619,90.3783038,25
23.7375619,90.3788,0
23.7375619,90.3792962,21
23.7375619,90.3797924,6
23.7375619,90.3802886,27
23.7375619,90.3807849,28
23.7375619,90.3812811,28
23.7375619,90.3817773,4
23.7375619,90.3822735,6
23.7375619,90.3827697,19
23.7375619,90.3832659,0
23.7375619,90.3837621,5
23.7375619,90.3842583,29
23.7375619,90.3847545,10
23.7375619,90.3852508,24
23.7375619,90.385747,3
23.7375619,90.3862432,13
23.7375619,90.3867394,7
23.7375619,90.3872356,10
23.7375619,90.3877318,1
23.7375619,90.388228,11
23.7375619,90.3887242,8
23.7375619,90.3892205,26
23.7375619,90.3897167,23
23.7375619,90.3902129,1
23.7375619,90.3907091,23
23.7375619,90.3912053,10
23.7375619,90.3917015,17
23.7375619,90.3921977,30
23.7375619,90.3926939,24
23.7375619,90.3931901,16
23.7375619,90.3936864,0
23.7375619,90.3941826,24
23.7375619,90.3946788,21
23.7375619,90.395175,2
23.7375619,90.3956712,6
23.7375619,90.3961674,18
23.7375619,90.3966636,0
23.7375619,90.3971598,1
23.7375619,90.397656,27
23.7375619,90.3981523,13
23.7375619,90.3986485,1
23.7375619,90.3991447,21
23.7375619,90.3996409,20
23.7375619,90.4001371,2
23.7375619,90.4006333,26
23.7375619,90.4011295,7
23.7375619,90.4016257,13
23.7375619,90.4021219,19
23.7375619,90.4026182,4
23.7375619,90.4031144,11
23.7375619,90.4036106,24
23.7375619,90.4041068,12
23.7372077,90.369372,22
23.7372077,90.3698682,6
23.7372077,90.3703644,1
23.7372077,90.3708606,29
23.7372077,90.3713568,28
23.7372077,90.3718531,8
23.7372077,90.3723493,7
23.7372077,90.3728455,23
23.7372077,90.3733417,18
23.7372077,90.3738379,19
23.7372077,90.3743341,30
23.7372077,90.3748303,25
23.7372077,90.3753265,13
23.7372077,90.3758227,26
23.7372077,90.376319,17
23.7372077,90.3768152,24
23.7372077,90.3773114,10
23.7372077,90.3778076,28
23.7372077,90.3783038,0
23.7372077,90.3788,18
23.7372077,90.3792962,22
23.7372077,90.3797924,22
23.7372077,90.3802886,8
23.7372077,90.3807849,28
23.7372077,90.3812811,2
23.7372077,90.3817773,28
23.7372077,90.3822735,26
23.7372077,90.3827697,27
23.7372077,90.3832659,12
23.7372077,90.3837621,5
23.7372077,90.3842583,25
23.7372077,90.3847545,8
23.7372077,90.3852508,2
23.7372077,90.385747,21
23.7372077,90.3862432,13
23.7372077,90.3867394,29
23.7372077,90.3872356,2
23.7372077,90.3877318,1
23.7372077,90.388228,0
23.7372077,90.3887242,18
23.7372077,90.3892205,17
23.7372077,90.3897167,23
23.7372077,90.3902129,29
23.7372077,90.3907091,23
23.7372077,90.3912053,0
23.7372077,90.3917015,12
23.7372077,90.3921977,11
23.7372077,90.3926939,17
23.7372077,90.3931901,13
23.7372077,90.3936864,9
23.7372077,90.3941826,8
23.7372077,90.3946788,0
23.7372077,90.395175,11
23.7372077,90.3956712,8
23.7372077,90.3961674,13
23.7372077,90.3966636,5
23.7372077,90.3971598,26
23.7372077,90.397656,24
23.7372077,90.3981523,17
23.7372077,90.3986485,8
23.7372077,90.3991447,23
23.7372077,90.3996409,2
23.7372077,90.4001371,8
23.7372077,90.4006333,27
23.7372077,90.4011295,4
23.7372077,90.4016257,24
23.7372077,90.4021219,4
23.7372077,90.4026182,28
23.7372077,90.4031144,22
23.7372077,90.4036106,6
23.7372077,90.4041068,2
23.7368536,90.369372,25
23.7368536,90.3698682,19
23.7368536,90.3703644,21
23.7368536,90.3708606,16
23.7368536,90.3713568,6
23.7368536,90.3718531,20
23.7368536,90.3723493,15
23.7368536,90.3728455,12
23.7368536,90.3733417,1
23.7368536,90.3738379,23
23.7368536,90.3743341,13
23.7368536,90.3748303,11
23.7368536,90.3753265,8
23.7368536,90.3758227,0
23.7368536,90.376319,0
23.7368536,90.3768152,17
23.7368536,90.3773114,14
23.7368536,90.3778076,22
23.7368536,90.3783038,6
23.7368536,90.3788,28
23.7368536,90.3792962,15
23.7368536,90.3797924,2
23.7368536,90.3802886,9
23.7368536,90.3807849,29
23.7368536,90.3812811,7
23.7368536,90.3817773,14
23.7368536,90.3822735,5
23.7368536,90.3827697,30
23.7368536,90.3832659,15
23.7368536,90.3837621,29
23.7368536,90.3842583,30
23.7368536,90.3847545,21
23.7368536,90.3852508,19
23.7368536,90.385747,4
23.7368536,90.3862432,13
23.7368536,90.3867394,17
23.7368536,90.3872356,2
23.7368536,90.3877318,14
23.7368536,90.388228,2
23.7368536,90.3887242,3
23.7368536,90.3892205,24
23.7368536,90.3897167,29
23.7368536,90.3902129,14
23.7368536,90.3907091,27
23.7368536,90.3912053,14
23.7368536,90.3917015,26
23.7368536,90.3921977,5
23.7368536,90.3926939,16
23.7368536,90.3931901,16
23.7368536,90.3936864,6
23.7368536,90.3941826,19
23.7368536,90.3946788,22
23.7368536,90.395175,7
23.7368536,90.3956712,1
23.7368536,90.3961674,10
23.7368536,90.3966636,30
23.7368536,90.3971598,26
23.7368536,90.397656,11
23.7368536,90.3981523,6
23.7368536,90.3986485,0
23.7368536,90.3991447,9
23.7368536,90.3996409,11
23.7368536,90.4001371,19
23.7368536,90.4006333,21
23.7368536,90.4011295,15
23.7368536,90.4016257,5
23.7368536,90.4021219,3
23.7368536,90.4026182,2
23.7368536,90.4031144,12
23.7368536,90.4036106,22
23.7368536,90.4041068,12
23.7364994,90.369372,21
23.7364994,90.3698682,18
23.7364994,90.3703644,0
23.7364994,90.3708606,20
23.7364994,90.3713568,26
23.7364994,90.3718531,6
23.7364994,90.3723493,25
23.7364994,90.3728455,15
23.7364994,90.3733417,28
23.7364994,90.3738379,29
23.7364994,90.3743341,24
23.7364994,90.3748303,6
23.7364994,90.3753265,12
23.7364994,90.3758227,29
23.7364994,90.376319,19
23.7364994,90.3768152,2
23.7364994,90.3773114,25
23.7364994,90.3778076,14
23.7364994,90.3783038,20
23.7364994,90.3788,9
23.7364994,90.3792962,18
23.7364994,90.3797924,29
23.7364994,90.3802886,21
23.7364994,90.3807849,19
23.7364994,90.3812811,19
23.7364994,90.3817773,26
23.7364994,90.3822735,7
23.7364994,90.3827697,2
23.7364994,90.3832659,27
23.7364994,90.3837621,1
23.7364994,90.3842583,30
23.7364994,90.3847545,11
23.7364994,90.3852508,11
23.7364994,90.385747,29
23.7364994,90.3862432,13
23.7364994,90.3867394,17
23.7364994,90.3872356,17
23.7364994,90.3877318,6
23.7364994,90.388228,23
23.7364994,90.3887242,2
23.7364994,90.3892205,7
23.7364994,90.3897167,24
23.7364994,90.3902129,2
23.7364994,90.3907091,1
23.7364994,90.3912053,15
23.7364994,90.3917015,22
23.7364994,90.3921977,18
23.7364994,90.3926939,5
23.7364994,90.3931901,19
23.7364994,90.3936864,20
23.7364994,90.3941826,3
23.7364994,90.3946788,1
23.7364994,90.395175,4
23.7364994,90.3956712,21
23.7364994,90.3961674,15
23.7364994,90.3966636,23
23.7364994,90.3971598,17
23.7364994,90.397656,28
23.7364994,90.3981523,6
23.7364994,90.3986485,24
23.7364994,90.3991447,17
23.7364994,90.3996409,13
23.7364994,90.4001371,29
23.7364994,90.4006333,15
23.7364994,90.4011295,7
23.7364994,90.4016257,7
23.7364994,90.4021219,15
23.7364994,90.4026182,12
23.7364994,90.4031144,25
23.7364994,90.4036106,7
23.7364994,90.4041068,6
23.7361453,90.369372,17
23.7361453,90.3698682,10
23.7361453,90.3703644,29
23.7361453,90.3708606,10
23.7361453,90.3713568,30
23.7361453,90.3718531,6
23.7361453,90.3723493,14
23.7361453,90.3728455,16
23.7361453,90.3733417,1
23.7361453,90.3738379,4
23.7361453,90.3743341,14
23.7361453,90.3748303,19
23.7361453,90.3753265,15
23.7361453,90.3758227,6
23.7361453,90.376319,15
23.7361453,90.3768152,24
23.7361453,90.3773114,26
23.7361453,90.3778076,1
23.7361453,90.3783038,10
23.7361453,90.3788,20
23.7361453,90.3792962,17
23.7361453,90.3797924,22
23.7361453,90.3802886,4
23.7361453,90.3807849,14
23.7361453,90.3812811,7
23.7361453,90.3817773,12
23.7361453,90.3822735,2
23.7361453,90.3827697,26
23.7361453,90.3832659,26
23.7361453,90.3837621,29
23.7361453,90.3842583,20
23.7361453,90.3847545,27
23.7361453,90.3852508,25
23.7361453,90.385747,24
23.7361453,90.3862432,23
23.7361453,90.3867394,3
23.7361453,90.3872356,3
23.7361453,90.3877318,26
23.7361453,90.388228,7
23.7361453,90.3887242,1
23.7361453,90.3892205,2
23.7361453,90.3897167,3
23.7361453,90.3902129,12
23.7361453,90.3907091,16
23.7361453,90.3912053,29
23.7361453,90.3917015,7
23.7361453,90.3921977,1
23.7361453,90.3926939,11
23.7361453,90.3931901,2
23.7361453,90.3936864,9
23.7361453,90.3941826,8
23.7361453,90.3946788,17
23.7361453,90.395175,23
23.7361453,90.3956712,14
23.7361453,90.3961674,29
23.7361453,90.3966636,19
23.7361453,90.3971598,25
23.7361453,90.397656,17
23.7361453,90.3981523,19
23.7361453,90.3986485,3
23.7361453,90.3991447,16
23.7361453,90.3996409,19
23.7361453,90.4001371,22
23.7361453,90.4006333,16
23.7361453,90.4011295,3
23.7361453,90.4016257,14
23.7361453,90.4021219,22
23.7361453,90.4026182,26
23.7361453,90.4031144,15
23.7361453,90.4036106,17
23.7361453,90.4041068,17
23.7357911,90.369372,23
23.7357911,90.3698682,24
23.7357911,90.3703644,24
23.7357911,90.3708606,23
23.7357911,90.3713568,12
23.7357911,90.3718531,24
23.7357911,90.3723493,21
23.7357911,90.3728455,17
23.7357911,90.3733417,1
23.7357911,90.3738379,17
23.7357911,90.3743341,28
23.7357911,90.3748303,20
23.7357911,90.3753265,29
23.7357911,90.3758227,23
23.7357911,90.376319,29
23.7357911,90.3768152,28
23.7357911,90.3773114,17
23.7357911,90.3778076,29
23.7357911,90.3783038,7
23.7357911,90.3788,11
23.7357911,90.3792962,4
23.7357911,90.3797924,11
23.7357911,90.3802886,10
23.7357911,90.3807849,10
23.7357911,90.3812811,14
23.7357911,90.3817773,7
23.7357911,90.3822735,30
23.7357911,90.3827697,27
23.7357911,90.3832659,21
23.7357911,90.3837621,8
23.7357911,90.3842583,18
23.7357911,90.3847545,4
23.7357911,90.3852508,16
23.7357911,90.385747,28
23.7357911,90.3862432,29
23.7357911,90.3867394,16
23.7357911,90.3872356,15
23.7357911,90.3877318,25
23.7357911,90.388228,16
23.7357911,90.3887242,24
23.7357911,90.3892205,8
23.7357911,90.3897167,29
23.7357911,90.3902129,2
23.7357911,90.3907091,15
23.7357911,90.3912053,12
23.7357911,90.3917015,23
23.7357911,90.3921977,27
23.7357911,90.3926939,17
23.7357911,90.3931901,18
23.7357911,90.3936864,20
23.7357911,90.3941826,21
23.7357911,90.3946788,1
23.7357911,90.395175,9
23.7357911,90.3956712,12
23.7357911,90.3961674,17
23.7357911,90.3966636,23
23.7357911,90.3971598,22
23.7357911,90.397656,11
23.7357911,90.3981523,16
23.7357911,90.3986485,20
23.7357911,90.3991447,16
23.7357911,90.3996409,0
23.7357911,90.4001371,23
23.7357911,90.4006333,9
23.7357911,90.4011295,8
23.7357911,90.4016257,16
23.7357911,90.4021219,8
23.7357911,90.4026182,16
23.7357911,90.4031144,8
23.7357911,90.4036106,4
23.7357911,90.4041068,1
23.735437,90.369372,17
23.735437,90.3698682,30
23.735437,90.3703644,2
23.735437,90.3708606,27
23.735437,90.3713568,28
23.735437,90.3718531,23
23.735437,90.3723493,26
23.735437,90.3728455,17
23.735437,90.3733417,30
23.735437,90.3738379,3
23.735437,90.3743341,24
23.735437,90.3748303,17
23.735437,90.3753265,23
23.735437,90.3758227,26
23.735437,90.376319,25
23.735437,90.3768152,29
23.735437,90.3773114,28
23.735437,90.3778076,5
23.735437,90.3783038,22
23.735437,90.3788,22
23.735437,90.3792962,23
23.735437,90.3797924,11
23.735437,90.3802886,30
23.735437,90.3807849,24
23.735437,90.3812811,22
23.735437,90.3817773,9
23.735437,90.3822735,10
23.735437,90.3827697,16
23.735437,90.3832659,16
23.735437,90.3837621,6
23.735437,90.3842583,22
23.735437,90.3847545,9
23.735437,90.3852508,10
23.735437,90.385747,8
23.735437,90.3862432,0
23.735437,90.3867394,10
23.735437,90.3872356,23
23.735437,90.3877318,11
23.735437,90.388228,30
23.735437,90.3887242,4
23.735437,90.3892205,12
23.735437,90.3897167,21
23.735437,90.3902129,0
23.735437,90.3907091,12
23.735437,90.3912053,30
23.735437,90.3917015,19
23.735437,90.3921977,17
23.735437,90.3926939,13
23.735437,90.3931901,23
23.735437,90.3936864,16
23.735437,90.3941826,1
23.735437,90.3946788,21
23.735437,90.395175,0
23.735437,90.3956712,29
23.735437,90.3961674,26
23.735437,90.3966636,24
23.735437,90.3971598,20
23.735437,90.397656,11
23.735437,90.3981523,3
23.735437,90.3986485,17
23.735437,90.3991447,9
23.735437,90.3996409,23
23.735437,90.4001371,27
23.735437,90.4006333,27
23.735437,90.4011295,25
23.735437,90.4016257,14
23.735437,90.4021219,16
23.735437,90.4026182,13
23.735437,90.4031144,16
23.735437,90.4036106,1
23.735437,90.4041068,18
23.7350828,90.369372,24
23.7350828,90.3698682,29
23.7350828,90.3703644,0
23.7350828,90.3708606,2
23.7350828,90.3713568,12
23.7350828,90.3718531,25
23.7350828,90.3723493,7
23.7350828,90.3728455,5
23.7350828,90.3733417,10
23.7350828,90.3738379,4
23.7350828,90.3743341,7
23.7350828,90.3748303,6
23.7350828,90.3753265,14
23.7350828,90.3758227,18
23.7350828,90.376319,30
23.7350828,90.3768152,13
23.7350828,90.3773114,26
23.7350828,90.3778076,16
23.7350828,90.3783038,25
23.7350828,90.3788,8
23.7350828,90.3792962,11
23.7350828,90.3797924,19
23.7350828,90.3802886,28
23.7350828,90.3807849,28
23.7350828,90.3812811,1
23.7350828,90.3817773,10
23.7350828,90.3822735,0
23.7350828,90.3827697,25
23.7350828,90.3832659,8
23.7350828,90.3837621,8
23.7350828,90.3842583,23
23.7350828,90.3847545,29
23.7350828,90.3852508,11
23.7350828,90.385747,16
23.7350828,90.3862432,29
23.7350828,90.3867394,1
23.7350828,90.3872356,10
23.7350828,90.3877318,9
23.7350828,90.388228,8
23.7350828,90.3887242,25
23.7350828,90.3892205,28
23.7350828,90.3897167,29
23.7350828,90.3902129,12
23.7350828,90.3907091,12
23.7350828,90.3912053,27
23.7350828,90.3917015,5
23.7350828,90.3921977,15
23.7350828,90.3926939,17
23.7350828,90.3931901,21
23.7350828,90.3936864,25
23.7350828,90.3941826,21
23.7350828,90.3946788,6
23.7350828,90.395175,13
23.7350828,90.3956712,7
23.7350828,90.3961674,15
23.7350828,90.3966636,10
23.7350828,90.3971598,26
23.7350828,90.397656,7
23.7350828,90.3981523,1
23.7350828,90.3986485,10
23.7350828,90.3991447,26
23.7350828,90.3996409,5
23.7350828,90.4001371,2
23.7350828,90.4006333,29
23.7350828,90.4011295,20
23.7350828,90.4016257,16
23.7350828,90.4021219,20
23.7350828,90.4026182,23
23.7350828,90.4031144,12
23.7350828,90.4036106,26
23.7350828,90.4041068,11
23.7347286,90.369372,9
23.7347286,90.3698682,24
23.7347286,90.3703644,21
23.7347286,90.3708606,3
23.7347286,90.3713568,15
23.7347286,90.3718531,8
23.7347286,90.3723493,14
23.7347286,90.3728455,18
23.7347286,90.3733417,30
23.7347286,90.3738379,19
23.7347286,90.3743341,14
23.7347286,90.3748303,0
23.7347286,90.3753265,26
23.7347286,90.3758227,30
23.7347286,90.376319,20
23.7347286,90.3768152,4
23.7347286,90.3773114,15
23.7347286,90.3778076,0
23.7347286,90.3783038,1
23.7347286,90.3788,10
23.7347286,90.3792962,12
23.7347286,90.3797924,4
23.7347286,90.3802886,8
23.7347286,90.3807849,1
23.7347286,90.3812811,3
23.7347286,90.3817773,3
23.7347286,90.3822735,20
23.7347286,90.3827697,15
23.7347286,90.3832659,27
23.7347286,90.3837621,25
23.7347286,90.3842583,22
23.7347286,90.3847545,6
23.7347286,90.3852508,12
23.7347286,90.385747,9
23.7347286,90.3862432,16
23.7347286,90.3867394,13
23.7347286,90.3872356,26
23.7347286,90.3877318,20
23.7347286,90.388228,12
23.7347286,90.3887242,21
23.7347286,90.3892205,23
23.7347286,90.3897167,23
23.7347286,90.3902129,8
23.7347286,90.3907091,13
23.7347286,90.3912053,15
23.7347286,90.3917015,28
23.7347286,90.3921977,2
23.7347286,90.3926939,20
23.7347286,90.3931901,13
23.7347286,90.3936864,16
23.7347286,90.3941826,11
23.7347286,90.3946788,2
23.7347286,90.395175,16
23.7347286,90.3956712,26
23.7347286,90.3961674,17
23.7347286,90.3966636,18
23.7347286,90.3971598,0
23.7347286,90.397656,5
23.7347286,90.3981523,10
23.7347286,90.3986485,0
23.7347286,90.3991447,11
23.7347286,90.3996409,27
23.7347286,90.4001371,9
23.7347286,90.4006333,24
23.7347286,90.4011295,0
23.7347286,90.4016257,8
23.7347286,90.4021219,4
23.7347286,90.4026182,12
23.7347286,90.4031144,13
23.7347286,90.4036106,0
23.7347286,90.4041068,12
23.7343745,90.369372,1
23.7343745,90.3698682,7
23.7343745,90.3703644,16
23.7343745,90.3708606,4
23.7343745,90.3713568,3
23.7343745,90.3718531,23
23.7343745,90.3723493,29
23.7343745,90.3728455,5
23.7343745,90.3733417,29
23.7343745,90.3738379,5
23.7343745,90.3743341,0
23.7343745,90.3748303,19
23.7343745,90.3753265,12
23.7343745,90.3758227,30
23.7343745,90.376319,14
23.7343745,90.3768152,24
23.7343745,90.3773114,15
23.7343745,90.3778076,8
23.7343745,90.3783038,15
23.7343745,90.3788,28
23.7343745,90.3792962,13
23.7343745,90.3797924,3
23.7343745,90.3802886,21
23.7343745,90.3807849,8
23.7343745,90.3812811,26
23.7343745,90.3817773,15
23.7343745,90.3822735,1
23.7343745,90.3827697,23
23.7343745,90.3832659,6
23.7343745,90.3837621,8
23.7343745,90.3842583,23
23.7343745,90.3847545,24
23.7343745,90.3852508,15
23.7343745,90.385747,9
23.7343745,90.3862432,13
23.7343745,90.3867394,20
23.7343745,90.3872356,8
23.7343745,90.3877318,28
23.7343745,90.388228,12
23.7343745,90.3887242,0
23.7343745,90.3892205,23
23.7343745,90.3897167,19
23.7343745,90.3902129,4
23.7343745,90.3907091,13
23.7343745,90.3912053,6
23.7343745,90.3917015,24
23.7343745,90.3921977,24
23.7343745,90.3926939,24
23.7343745,90.3931901,6
23.7343745,90.3936864,18
23.7343745,90.3941826,25
23.7343745,90.3946788,30
23.7343745,90.395175,20
23.7343745,90.3956712,19
23.7343745,90.3961674,17
23.7343745,90.3966636,21
23.7343745,90.3971598,26
23.7343745,90.397656,6
